date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT
2003-11-25 00:00:00,0.663175,0.8748879999999999,259.0,265.0,799.0,333.0,91326.0
2003-12-02 00:00:00,0.614691,0.993213,279.0,358.0,960.0,326.0,96656.0
2003-12-09 00:00:00,0.6568229999999999,0.876141,281.0,309.0,913.0,337.0,104207.0
2003-12-16 00:00:00,0.723016,0.948092,342.0,413.0,1122.0,341.0,118343.0
2003-12-23 00:00:00,0.6918569999999999,0.926943,322.0,416.0,1089.0,336.0,117483.0
2003-12-30 00:00:00,0.782758,0.971643,333.0,382.0,1116.0,364.0,114857.0
2004-01-06 00:00:00,0.982275,0.897159,877.0,1256.0,3171.0,1176.0,353449.0
2004-01-13 00:00:00,1.01821,1.0224799999999998,1071.0,1373.0,3631.0,1187.0,355116.0
2004-01-20 00:00:00,1.1768,1.06296,1240.0,1534.0,4019.0,1267.0,378094.0
2004-01-27 00:00:00,1.30121,1.14696,1190.0,1671.0,4369.0,1293.0,380921.0
2004-02-03 00:00:00,1.27746,1.20495,1327.0,1718.0,4551.0,1302.0,377692.0
2004-02-10 00:00:00,1.4038700000000002,1.3051700000000002,1497.0,1874.0,4969.0,1344.0,380718.0
2004-02-17 00:00:00,1.40301,1.28699,1531.0,1874.0,4983.0,1336.0,387182.0
2004-02-24 00:00:00,1.73975,1.59468,1490.0,1678.0,4713.0,1341.0,295546.0
2004-03-02 00:00:00,1.56894,1.39714,1538.0,2059.0,5407.0,1369.0,387004.0
2004-03-09 00:00:00,1.65927,1.44996,1551.0,2052.0,5428.0,1346.0,374356.0
2004-03-16 00:00:00,1.81341,1.61745,1670.0,2071.0,5755.0,1379.0,355806.0
2004-03-23 00:00:00,2.37626,2.19112,1856.0,1807.0,5689.0,1288.0,259639.0
2004-03-30 00:00:00,2.77052,2.56649,2252.0,1993.0,7279.0,1332.0,283617.0
2004-04-06 00:00:00,2.40064,2.17645,2010.0,2450.0,8041.0,1383.0,369455.0
2004-04-13 00:00:00,2.54155,2.20171,2188.0,2982.0,8323.0,1342.0,378024.0
2004-04-20 00:00:00,2.85871,2.53012,2199.0,3682.0,9328.0,1348.0,368678.0
2004-04-27 00:00:00,3.55011,3.06524,2747.0,5364.0,12422.0,1334.0,405254.0
2004-05-04 00:00:00,4.58591,3.98061,3086.0,7650.0,16192.0,1303.0,406772.0
2004-05-11 00:00:00,5.05809,4.5956800000000015,3626.0,8854.0,19369.0,1324.0,421461.0
2004-05-18 00:00:00,5.44151,4.75197,3834.0,8400.0,19931.0,1330.0,419426.0
2004-05-25 00:00:00,4.4729,4.17962,3720.0,6759.0,16630.0,1280.0,397883.0
2004-06-01 00:00:00,3.6752,3.45359,2997.0,5343.0,13234.0,1268.0,383196.0
2004-06-08 00:00:00,3.3353,3.15852,2728.0,4494.0,11601.0,1227.0,367292.0
2004-06-15 00:00:00,2.7622400000000003,2.6732,2416.0,3513.0,9502.0,1185.0,355454.0
2004-06-22 00:00:00,2.46844,2.35161,2145.0,2771.0,7900.0,1148.0,335940.0
2004-06-29 00:00:00,2.00081,1.89243,1827.0,2133.0,6329.0,1103.0,334438.0
2004-07-06 00:00:00,1.54319,1.5249,1422.0,1737.0,4816.0,1048.0,315823.0
2004-07-13 00:00:00,1.50195,1.41134,1356.0,1603.0,4445.0,1000.0,314948.0
2004-07-20 00:00:00,1.22918,1.25068,1096.0,1469.0,3825.0,978.0,305833.0
2004-07-27 00:00:00,1.21854,1.20702,1117.0,1411.0,3646.0,971.0,302065.0
2004-08-03 00:00:00,1.15832,1.07895,903.0,1136.0,2990.0,923.0,277120.0
2004-08-10 00:00:00,1.249,1.14521,979.0,1115.0,3012.0,878.0,263009.0
2004-08-17 00:00:00,1.16888,1.06124,805.0,926.0,2531.0,825.0,238494.0
2004-08-24 00:00:00,1.0788799999999998,1.0568,687.0,695.0,2056.0,687.0,194550.0
2004-08-31 00:00:00,1.23059,1.25193,693.0,678.0,2099.0,637.0,167661.0
2004-09-07 00:00:00,1.14747,1.01419,548.0,594.0,1744.0,603.0,171960.0
2004-09-14 00:00:00,1.00254,1.04197,573.0,507.0,1614.0,582.0,154899.0
2004-09-21 00:00:00,0.957569,0.954027,580.0,507.0,1628.0,587.0,170645.0
2004-09-28 00:00:00,0.8948370000000001,0.8482299999999999,497.0,452.0,1359.0,550.0,160216.0
2004-10-05 00:00:00,0.798205,0.841872,426.0,390.0,1198.0,533.0,142302.0
2004-10-12 00:00:00,0.757812,0.7308939999999999,389.0,361.0,1148.0,524.0,157068.0
2004-10-19 00:00:00,0.8259629999999999,0.713432,333.0,364.0,1068.0,507.0,149699.0
2004-10-26 00:00:00,0.744927,0.6706770000000001,328.0,327.0,990.0,492.0,147612.0
2004-11-02 00:00:00,0.787049,0.689278,331.0,326.0,982.0,488.0,142468.0
2004-11-09 00:00:00,0.684724,0.704929,319.0,350.0,1023.0,479.0,145121.0
2004-11-16 00:00:00,0.7473609999999999,0.615903,330.0,326.0,928.0,480.0,150673.0
2004-11-23 00:00:00,0.673974,0.609426,292.0,311.0,922.0,428.0,151290.0
2004-11-30 00:00:00,0.869662,0.6802590000000001,342.0,367.0,1033.0,420.0,151854.0
2004-12-07 00:00:00,0.8995290000000001,0.7754880000000001,338.0,396.0,1061.0,416.0,136817.0
2004-12-14 00:00:00,0.854635,0.6834210000000001,302.0,383.0,1026.0,408.0,150127.0
2004-12-21 00:00:00,1.01123,0.781075,368.0,516.0,1219.0,419.0,156067.0
2004-12-28 00:00:00,0.977808,0.8069430000000001,381.0,484.0,1204.0,447.0,149205.0
2005-01-04 00:00:00,1.1777799999999998,1.07635,1172.0,1256.0,3586.0,1113.0,333164.0
2005-01-11 00:00:00,1.21947,1.05869,1285.0,1247.0,3582.0,1160.0,338343.0
2005-01-18 00:00:00,1.3069,1.11523,1393.0,1525.0,4122.0,1216.0,369609.0
2005-01-25 00:00:00,1.33931,1.12381,1439.0,1599.0,4248.0,1237.0,377999.0
2005-02-01 00:00:00,1.58374,1.25489,1639.0,1894.0,5005.0,1280.0,398840.0
2005-02-08 00:00:00,1.47072,1.33661,1563.0,1929.0,5038.0,1272.0,376924.0
2005-02-15 00:00:00,1.6112,1.37864,1679.0,1951.0,5276.0,1277.0,382697.0
2005-02-22 00:00:00,1.82699,1.60829,1666.0,1593.0,4802.0,1301.0,298578.0
2005-03-01 00:00:00,1.77482,1.48311,1858.0,2176.0,5966.0,1325.0,402264.0
2005-03-08 00:00:00,1.94451,1.6537400000000002,1987.0,2463.0,6371.0,1328.0,385248.0
2005-03-15 00:00:00,2.35512,2.00679,2241.0,3063.0,7697.0,1318.0,383548.0
2005-03-22 00:00:00,3.10878,2.56857,2696.0,3058.0,8577.0,1287.0,333921.0
2005-03-29 00:00:00,3.2823800000000003,3.05278,2678.0,2561.0,8842.0,1273.0,289638.0
2005-04-05 00:00:00,2.62914,2.42504,2422.0,2366.0,8339.0,1319.0,343871.0
2005-04-12 00:00:00,2.2515,2.00195,2272.0,2921.0,7882.0,1339.0,393716.0
2005-04-19 00:00:00,2.35858,2.0586900000000004,2249.0,3150.0,7858.0,1297.0,381699.0
2005-04-26 00:00:00,2.41881,2.21277,2643.0,3646.0,9114.0,1331.0,411882.0
2005-05-03 00:00:00,2.52752,2.3222,2612.0,4153.0,9551.0,1320.0,411291.0
2005-05-10 00:00:00,2.64954,2.4927900000000003,2754.0,4593.0,10427.0,1311.0,418286.0
2005-05-17 00:00:00,3.12935,2.79489,2624.0,4979.0,11226.0,1288.0,401661.0
2005-05-24 00:00:00,3.12442,2.96911,2753.0,5284.0,11901.0,1288.0,400827.0
2005-05-31 00:00:00,3.13099,2.8395900000000003,2579.0,5008.0,11343.0,1275.0,399459.0
2005-06-07 00:00:00,3.08261,2.77799,2564.0,5106.0,11261.0,1257.0,405365.0
2005-06-14 00:00:00,2.64431,2.47287,2330.0,4154.0,9322.0,1241.0,376971.0
2005-06-21 00:00:00,2.42295,2.18061,1895.0,3709.0,8064.0,1217.0,369804.0
2005-06-28 00:00:00,2.31141,2.0168,1697.0,3393.0,7313.0,1165.0,362605.0
2005-07-05 00:00:00,1.86383,1.64101,1437.0,2660.0,5738.0,1133.0,349662.0
2005-07-12 00:00:00,1.44943,1.35829,1181.0,2014.0,4547.0,1087.0,334760.0
2005-07-19 00:00:00,1.30227,1.1428,959.0,1479.0,3550.0,1045.0,310641.0
2005-07-26 00:00:00,1.13459,1.04031,836.0,1382.0,3177.0,1017.0,305389.0
2005-08-02 00:00:00,1.06255,0.964347,745.0,1208.0,2780.0,958.0,288278.0
2005-08-09 00:00:00,1.03428,0.937982,745.0,1039.0,2592.0,919.0,276338.0
2005-08-16 00:00:00,1.01791,0.947449,715.0,969.0,2428.0,877.0,256267.0
2005-08-23 00:00:00,0.918151,0.891918,699.0,764.0,2061.0,783.0,231075.0
2005-08-30 00:00:00,0.93099,0.864643,572.0,561.0,1645.0,649.0,190252.0
2005-09-06 00:00:00,0.857294,0.97032,754.0,626.0,2075.0,635.0,213847.0
2005-09-13 00:00:00,0.7862939999999999,0.84439,514.0,447.0,1430.0,615.0,169353.0
2005-09-20 00:00:00,0.719426,0.77487,463.0,409.0,1300.0,610.0,167770.0
2005-09-27 00:00:00,0.7188680000000001,0.8213719999999999,466.0,390.0,1271.0,572.0,154741.0
2005-10-04 00:00:00,0.774807,0.8727450000000001,437.0,402.0,1215.0,565.0,139216.0
2005-10-11 00:00:00,0.76598,0.922635,549.0,511.0,1617.0,577.0,175259.0
2005-10-18 00:00:00,0.642809,0.899487,541.0,440.0,1553.0,564.0,172654.0
2005-10-25 00:00:00,0.622033,0.843082,502.0,403.0,1455.0,564.0,172581.0
2005-11-01 00:00:00,0.616326,0.8818239999999999,508.0,430.0,1428.0,551.0,161937.0
2005-11-08 00:00:00,0.6856939999999999,0.817145,473.0,435.0,1373.0,547.0,168024.0
2005-11-15 00:00:00,0.6226970000000001,0.8715,510.0,466.0,1457.0,536.0,167183.0
2005-11-22 00:00:00,0.611817,0.738621,404.0,379.0,1138.0,503.0,154071.0
2005-11-29 00:00:00,0.638831,0.797966,398.0,457.0,1224.0,488.0,153390.0
2005-12-06 00:00:00,0.8066270000000001,1.01394,492.0,506.0,1463.0,491.0,144289.0
2005-12-13 00:00:00,0.7624479999999999,0.880936,446.0,521.0,1406.0,487.0,159603.0
2005-12-20 00:00:00,0.8134060000000001,0.943366,511.0,534.0,1487.0,455.0,157627.0
2005-12-27 00:00:00,0.807934,0.891546,476.0,512.0,1433.0,469.0,160732.0
2006-01-03 00:00:00,1.15384,1.2032200000000002,1434.0,1699.0,4513.0,1323.0,375076.0
2006-01-10 00:00:00,1.14819,1.05788,1278.0,1602.0,4072.0,1361.0,384920.0
2006-01-17 00:00:00,1.22736,1.13054,1543.0,1830.0,4737.0,1425.0,419005.0
2006-01-24 00:00:00,1.21744,1.12552,1582.0,1996.0,4888.0,1445.0,434287.0
2006-01-31 00:00:00,1.32813,1.2080799999999998,1672.0,2270.0,5380.0,1473.0,445334.0
2006-02-07 00:00:00,1.47754,1.34952,2112.0,2393.0,6139.0,1497.0,454901.0
2006-02-14 00:00:00,1.5339,1.4689,2355.0,2681.0,6668.0,1474.0,453945.0
2006-02-21 00:00:00,1.91269,1.82767,2188.0,2202.0,6156.0,1488.0,336822.0
2006-02-28 00:00:00,1.838,1.6656,2573.0,2792.0,7530.0,1486.0,452089.0
2006-03-07 00:00:00,1.95376,1.85968,2643.0,3244.0,8122.0,1493.0,436741.0
2006-03-14 00:00:00,2.40407,2.38891,3270.0,4470.0,10396.0,1492.0,435177.0
2006-03-21 00:00:00,2.87453,2.78978,3387.0,4065.0,10192.0,1435.0,365334.0
2006-03-28 00:00:00,3.02597,3.1154900000000003,3243.0,2868.0,8913.0,1359.0,286087.0
2006-04-04 00:00:00,2.37817,2.26942,2927.0,2481.0,8386.0,1490.0,369521.0
2006-04-11 00:00:00,2.09232,1.86355,2507.0,2756.0,7761.0,1467.0,416464.0
2006-04-18 00:00:00,2.29396,1.99986,2548.0,3248.0,7909.0,1470.0,395477.0
2006-04-25 00:00:00,2.74501,2.4406,3410.0,4684.0,10888.0,1495.0,446119.0
2006-05-02 00:00:00,3.04434,2.83018,3456.0,5648.0,12120.0,1472.0,428241.0
2006-05-09 00:00:00,3.49999,3.12343,3840.0,6995.0,14197.0,1484.0,454533.0
2006-05-16 00:00:00,3.57851,3.27019,3879.0,6668.0,14031.0,1461.0,429057.0
2006-05-23 00:00:00,3.28979,3.17757,3728.0,6537.0,14048.0,1460.0,442099.0
2006-05-30 00:00:00,2.89149,2.72364,3016.0,5429.0,11801.0,1428.0,433281.0
2006-06-06 00:00:00,2.62075,2.50201,2798.0,4937.0,10715.0,1408.0,428255.0
2006-06-13 00:00:00,2.5338700000000003,2.4272,2668.0,4031.0,9597.0,1361.0,395394.0
2006-06-20 00:00:00,2.07251,1.96041,2049.0,3307.0,7562.0,1333.0,385735.0
2006-06-27 00:00:00,1.87084,1.5914,1664.0,2508.0,6148.0,1303.0,386327.0
2006-07-04 00:00:00,1.40042,1.36978,1445.0,1803.0,4958.0,1284.0,361955.0
2006-07-11 00:00:00,1.46887,1.36317,1429.0,1821.0,4869.0,1240.0,357183.0
2006-07-18 00:00:00,1.15514,1.1737,1257.0,1523.0,4179.0,1206.0,356055.0
2006-07-25 00:00:00,1.07901,1.06358,1152.0,1386.0,3695.0,1152.0,347413.0
2006-08-01 00:00:00,0.98492,0.969711,969.0,1143.0,3077.0,1119.0,317311.0
2006-08-08 00:00:00,1.03325,0.965362,917.0,1055.0,2860.0,1057.0,296262.0
2006-08-15 00:00:00,0.926649,0.856749,815.0,861.0,2442.0,1025.0,285031.0
2006-08-22 00:00:00,0.9201,0.863346,761.0,785.0,2243.0,925.0,259803.0
2006-08-29 00:00:00,0.954094,0.93537,722.0,652.0,2058.0,831.0,220020.0
2006-09-05 00:00:00,0.763278,0.7455689999999999,628.0,510.0,1679.0,796.0,225197.0
2006-09-12 00:00:00,0.81722,0.740428,598.0,469.0,1614.0,771.0,217982.0
2006-09-19 00:00:00,0.764586,0.6728970000000001,521.0,441.0,1456.0,749.0,216378.0
2006-09-26 00:00:00,0.793127,0.6662819999999999,514.0,408.0,1455.0,742.0,218376.0
2006-10-03 00:00:00,0.66909,0.662747,394.0,360.0,1169.0,711.0,176387.0
2006-10-10 00:00:00,0.62115,0.545619,366.0,372.0,1086.0,697.0,199040.0
2006-10-17 00:00:00,0.6036590000000001,0.5862310000000001,446.0,345.0,1211.0,698.0,206574.0
2006-10-24 00:00:00,0.649058,0.660687,477.0,392.0,1356.0,691.0,205241.0
2006-10-31 00:00:00,0.568338,0.534093,321.0,311.0,1037.0,677.0,194161.0
2006-11-07 00:00:00,0.651546,0.585549,389.0,385.0,1172.0,667.0,200154.0
2006-11-14 00:00:00,0.652176,0.618075,439.0,411.0,1283.0,666.0,207580.0
2006-11-21 00:00:00,0.8038489999999999,0.687465,495.0,457.0,1448.0,671.0,210629.0
2006-11-28 00:00:00,0.787458,0.715696,502.0,500.0,1526.0,652.0,213219.0
2006-12-05 00:00:00,0.943263,0.829313,519.0,545.0,1554.0,641.0,187384.0
2006-12-12 00:00:00,0.946932,0.800912,496.0,682.0,1694.0,638.0,211509.0
2006-12-19 00:00:00,0.987146,0.918484,609.0,681.0,1913.0,632.0,208278.0
2006-12-26 00:00:00,1.05206,0.8142590000000001,729.0,788.0,2228.0,703.0,273623.0
2007-01-02 00:00:00,0.995184,1.07197,2187.0,1997.0,5641.0,1373.0,526227.0
2007-01-09 00:00:00,1.22003,1.21786,2387.0,2433.0,6444.0,1429.0,529126.0
2007-01-16 00:00:00,1.28548,1.24576,2583.0,2551.0,6941.0,1449.0,557172.0
2007-01-23 00:00:00,1.3775,1.35984,2871.0,2788.0,7434.0,1477.0,546680.0
2007-01-30 00:00:00,1.46725,1.44671,3074.0,2998.0,7915.0,1485.0,547104.0
2007-02-06 00:00:00,1.55841,1.53286,3398.0,3303.0,8687.0,1539.0,566717.0
2007-02-13 00:00:00,1.61958,1.6665299999999998,3563.0,3290.0,9104.0,1516.0,546284.0
2007-02-20 00:00:00,1.8112,1.97488,3651.0,2631.0,8570.0,1523.0,433951.0
2007-02-27 00:00:00,1.61865,1.67305,3679.0,3158.0,9171.0,1513.0,548159.0
2007-03-06 00:00:00,1.62124,1.63405,3365.0,2907.0,8436.0,1487.0,516263.0
2007-03-13 00:00:00,1.6735099999999998,1.74595,3298.0,2694.0,8091.0,1453.0,463416.0
2007-03-20 00:00:00,1.95096,1.93643,3580.0,2724.0,8750.0,1420.0,451862.0
2007-03-27 00:00:00,2.5001900000000004,2.48905,3848.0,2348.0,8902.0,1426.0,357646.0
2007-04-03 00:00:00,2.43939,2.25405,3737.0,2568.0,9706.0,1486.0,430603.0
2007-04-10 00:00:00,2.29319,2.09147,3393.0,3644.0,11115.0,1509.0,531444.0
2007-04-17 00:00:00,2.62907,2.35934,3664.0,4900.0,12197.0,1511.0,516966.0
2007-04-24 00:00:00,3.92966,3.32331,4289.0,7661.0,17171.0,1508.0,516683.0
2007-05-01 00:00:00,4.99202,4.43381,5222.0,11974.0,24812.0,1514.0,559609.0
2007-05-08 00:00:00,5.7776,5.34547,6059.0,15323.0,31896.0,1526.0,596692.0
2007-05-15 00:00:00,5.98318,5.42258,6244.0,14336.0,31625.0,1518.0,583210.0
2007-05-22 00:00:00,5.61677,5.3030300000000015,5922.0,12783.0,30245.0,1497.0,570334.0
2007-05-29 00:00:00,4.5323400000000005,4.24456,4978.0,9958.0,25027.0,1453.0,589626.0
2007-06-05 00:00:00,3.83249,3.628,4420.0,7849.0,20254.0,1445.0,558269.0
2007-06-12 00:00:00,3.21522,3.03463,3878.0,6112.0,16714.0,1412.0,550776.0
2007-06-19 00:00:00,2.69245,2.53595,3153.0,4493.0,13040.0,1395.0,514205.0
2007-06-26 00:00:00,2.03366,2.0573,2689.0,3395.0,10376.0,1379.0,504350.0
2007-07-03 00:00:00,1.65275,1.7415,2372.0,2697.0,8583.0,1327.0,492850.0
2007-07-10 00:00:00,1.3113,1.40652,2045.0,2354.0,7045.0,1318.0,500881.0
2007-07-17 00:00:00,1.1652,1.26861,1857.0,2013.0,6079.0,1288.0,479187.0
2007-07-24 00:00:00,1.02035,1.07719,1572.0,1713.0,4953.0,1208.0,459808.0
